,city,position,company_name,company_size,company_type,salary,education,ability,experience
37,广州-黄埔区,数据分析师（数据挖掘）,南方电网深圳数字电网研究院有限公司,1000-9999人,国企,1.5万-2万,本科,数据分析 数据挖掘 Python Hive 机器学习 ,3-5年
38,广州-荔湾区,商品数据分析师(加拿大),名创优品,10000人以上,民营,6千-1万,本科,数据分析 excel SQL ,1-3年
39,广州-番禺区,数据分析师,范可辛服饰(广州)有限公司,100-299人,民营,1万-2万,大专,数据分析 销售业务数据 ,3-5年
40,广州,数据运营分析师（CDA）,一品红,500-999人,上市公司,1万-1.5万,大专,数据采集 数据建模 ,3-5年
41,广州-天河区,数据分析师,深圳市鼎驰科技发展有限公司,100-299人,民营,1.2万-1.5万,本科,数据分析 ,1-3年
42,广州,数据分析师,广州市易工品科技有限公司,500-999人,民营,8千-1.2万,本科,SQL SPSS 数据分析 数据挖掘 商业数据分析 ,1-3年
43,广州-南沙区,数据分析师,成都音泰思科技有限公司,100-299人,民营,1万-2万,本科,数据分析 ,1-3年
44,广州,大数据分析师,中国联通广东分公司,1000-9999人,国企,1.5万-2.5万,本科,数据分析 商业数据分析 数据建模 ,1-3年
45,广州-黄埔区,数据分析师,广电运通,500-999人,国企,1万-1.5万,本科,数据分析 BI SPSS SQL ,1-3年
46,广州-黄埔区,电力数据分析师,润建智慧能源有限责任公司,1000-9999人,民营,5千-8千,大专,数据分析 Oracle SQL 数据建模 ,不限
47,广州,数据分析师（BI)）,青木数字技术股份有限公司,1000-9999人,民营,6千-8千,本科,商业分析 行业分析 数据建模 数据分析 电商数据 ,1-3年
48,广州-天河区,初级数据分析师/6K双休,广州帝诺科技有限公司,100-299人,民营,5千-8千,本科,数据分析 商业数据分析 大数据分析 BI ,不限
49,广州-增城区,大数据分析师,纽恩泰,500-999人,股份制企业,9千-1.7万,本科,数据分析 数据挖掘 决策树 大数据分析 爬虫 ,3-5年
50,广州-白云区,数据分析师,广东甜秘密寝具有限公司,500-999人,其它,6千-8千,大专,数据分析 MySQL 数据监控 大数据分析 SQL ,不限
51,广州,大数据分析师（保底10K＋双休）,广州帝诺科技有限公司,100-299人,民营,1万-2万,本科,数据分析 数据仓库 商业分析 MySQL Power BI Python 大数据分析 ,3-5年
52,广州-番禺区,数据分析师,蘑菇物联,100-299人,民营,2.2万-3万,本科,数据分析 数据挖掘 ,3-5年
53,广州,数据分析师,四川中天浩会计师事务所有限公司,20-99人,民营,5千-7千,本科,SQL ,不限
